customer_id,days_since_last_purchase,purchase_frequency,cumulative_spending,annual_income,days_since_signup,PCA1,PCA2,Cluster,Segment
CUST00001,28.0,4.0,48900.0,556206.0,974.0,-0.3263819443369886,-1.182351000201354,1,Occasional Shoppers
CUST00002,63.0,2.0,8060.0,935516.0,1965.0,-0.6190919736935931,0.19566348142056425,1,Occasional Shoppers
CUST00003,42.0,7.0,228600.0,935516.0,2436.0,0.25533596318182084,0.8354145864349014,1,Occasional Shoppers
CUST00004,153.0,8.0,301000.0,556206.0,732.0,0.26830806175747135,-1.2324844204371936,1,Occasional Shoppers
CUST00005,383.0,2.0,13400.0,556206.0,1610.0,-1.1342352722098779,0.12979041638947217,2,At-Risk Customers
CUST00006,453.0,7.0,383000.0,935516.0,1692.0,-0.14784615733708595,0.5261694132477467,2,At-Risk Customers
CUST00007,9.0,8.0,137200.0,556206.0,154.0,0.23628522566364774,-2.2260204643683883,1,Occasional Shoppers
CUST00008,84.0,6.0,156600.0,556206.0,2374.0,-0.04433676291771556,0.7176363326331098,1,Occasional Shoppers
CUST00009,45.0,21.0,1074800.0,935516.0,1998.0,2.960858770328654,0.542740727351077,0,Loyal Customers
CUST00010,54.0,4.0,6310.0,935516.0,1597.0,-0.4102109365915105,-0.28538109841700804,1,Occasional Shoppers
CUST00011,217.0,22.0,1265740.0,935516.0,985.0,3.087297322636576,-0.4434731609078624,0,Loyal Customers
CUST00012,47.0,8.0,226700.0,5996288.0,1200.0,0.6361153751353731,0.29855886077986343,3,Big Spenders
CUST00013,175.0,3.0,112000.0,556206.0,750.0,-0.5573403036677725,-1.237854899537901,1,Occasional Shoppers
CUST00014,42.0,6.0,235400.0,935516.0,2346.0,0.16661862792460339,0.7217199137771,1,Occasional Shoppers
CUST00015,272.0,5.0,192100.0,935516.0,1482.0,-0.3618883742100351,-0.061313754055148564,1,Occasional Shoppers
CUST00016,160.0,7.0,43580.0,935516.0,1450.0,-0.2206141911275789,-0.3059133233864633,1,Occasional Shoppers
CUST00017,215.0,7.0,220900.0,556206.0,1508.0,-0.051430808970081954,-0.17761854446875436,1,Occasional Shoppers
CUST00018,162.0,4.0,35300.0,935516.0,2564.0,-0.5318036329542111,1.1125815381361803,1,Occasional Shoppers
CUST00019,315.0,4.0,49500.0,556206.0,325.0,-0.7758178888110941,-1.5949464603553878,1,Occasional Shoppers
CUST00020,384.0,6.0,8400.0,556206.0,2227.0,-0.7456793763851547,0.9203155151155331,2,At-Risk Customers
CUST00021,387.0,4.0,69530.0,935516.0,454.0,-0.8347587062085835,-1.243089746154817,1,Occasional Shoppers
CUST00022,44.0,33.0,1799500.0,935516.0,2043.0,5.285395164406751,0.8227380556009406,0,Loyal Customers
CUST00023,808.0,2.0,830.0,556206.0,2017.0,-1.8179215414239316,1.259641765273869,2,At-Risk Customers
CUST00024,146.0,7.0,132300.0,935516.0,1950.0,-0.05895026595967604,0.3376251692232997,1,Occasional Shoppers
CUST00025,114.0,8.0,130620.0,556206.0,1964.0,0.06556066140644594,0.23228682177979945,1,Occasional Shoppers
CUST00026,454.0,3.0,151000.0,556206.0,1138.0,-0.9320318745431492,-0.3281580398694345,2,At-Risk Customers
CUST00027,420.0,5.0,103000.0,935516.0,1040.0,-0.7336614200439209,-0.43725348417830395,2,At-Risk Customers
CUST00028,32.0,5.0,524500.0,6130613.0,813.0,0.8346954949928687,-0.10446186817901573,3,Big Spenders
CUST00029,252.0,5.0,184700.0,556206.0,1874.0,-0.3634513195949751,0.3301973912113627,1,Occasional Shoppers
CUST00030,231.0,3.0,109200.0,5996288.0,1560.0,-0.33047006767369513,0.9846158544271023,3,Big Spenders
CUST00031,70.0,2.0,9700.0,935516.0,2200.0,-0.6269818731407109,0.5059800376001222,1,Occasional Shoppers
CUST00032,373.0,4.0,354900.0,556206.0,2305.0,-0.3849092067395682,1.1039709934006203,2,At-Risk Customers
CUST00033,244.0,4.0,51500.0,5996288.0,1346.0,-0.34231026921666385,0.7144224641308358,3,Big Spenders
CUST00034,0.0,4.0,40900.0,935516.0,437.0,-0.2741078348717571,-1.832719657355785,1,Occasional Shoppers
CUST00035,17.0,2.0,326000.0,5996288.0,2069.0,0.24518519740855632,1.38722666758198,3,Big Spenders
CUST00036,88.0,3.0,3610.0,935516.0,1544.0,-0.5668937639189279,-0.30552308052128485,1,Occasional Shoppers
CUST00037,156.0,9.0,109400.0,556206.0,1598.0,0.06506153249242165,-0.17910706037906585,1,Occasional Shoppers
